Recipe1M+ ID,Meal,Plate,Hands?,Tongs?,Knife?,Fork?,Skewer?,Chopsticks?,Spoon?,User ID
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,False,False,False,True,6754aa420a4f0fdfce0e4ab5
004ecc20aa,Strawberry Custard Cake,Coupe Plate,False,False,False,True,False,False,True,616ea13883866ca0c836c13c
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,True,False,False,False,66d70bf832e6b0ff954d418a
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,False,False,False,True,66759813aab450e6b1fd3452
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,False,False,False,True,65747e13d749c56ad88d8df1
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,False,False,False,True,664755b198c6f5d413f63c5d
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,True,False,False,True,60e46807ec7a04c5faebf3b9
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,False,False,False,True,673d483c3b23dc33e5d81901
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,True,True,False,False,False,6757682dfe826ff7ebd1bf28
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,True,False,False,True,664aefb692b9f17e3c51ee4a
004ecc20aa,Strawberry Custard Cake,Bowl,False,False,False,False,False,False,True,67159be1d9d6f5c3639a307c
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,False,False,False,True,5f47cf4a3f1a490e43c58008
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,False,False,False,True,66ac73d57afd901d475f6331
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,False,False,False,True,611d090a60d4baced18b88a6
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,False,False,False,True,60c1de8dacf1232623aa3e29
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,True,False,False,True,67717dbed2f7973f4765bf28
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,False,False,False,True,6773a71a0f0b2ff8e3f09338
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,False,False,False,True,602afb82e999ac1f112e7d5f
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,True,False,False,True,67873da812c17a64cb141451
004ecc20aa,Strawberry Custard Cake,Bowl,False,False,False,False,False,False,True,65a003f6768a01c3f6653502
004ecc20aa,Strawberry Custard Cake,Dessert Plate,False,False,False,True,False,False,False,665c8f229f94a044143b15d4
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,60fb2894ad56bad6ea26af54
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,6682be22975220980c89e85a
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,False,False,False,False,False,False,True,668d63415e2af1d3963cbf7f
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,60db74fcb5f4526ce90594a1
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,67865d3208ee2eec58483cf2
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,5cba2e9af429ff00159dda71
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,6152f27486f3558dc7e0f649
00856a7fc1,Ginger Hazelnut Cookies,Coupe Plate,True,False,False,False,False,False,False,63ee01e095b7de47fa751a47
00856a7fc1,Ginger Hazelnut Cookies,Coupe Plate,True,False,False,False,False,False,False,67406d59a4b1722a45be5ed6
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,66ac975dd71a2f37a2979600
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,615adff1a708c42439a715d9
00856a7fc1,Ginger Hazelnut Cookies,Dinner Plate,True,True,False,False,False,False,False,67792ff1a28708e32bf4a3ca
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,6124b72f046ce6e6c2a9e6fd
00856a7fc1,Ginger Hazelnut Cookies,Coupe Plate,False,True,False,False,False,False,False,665837709103457920b7191a
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,5e8e0edb2654100aca8e16c5
00856a7fc1,Ginger Hazelnut Cookies,Bowl,True,False,False,False,False,False,False,66a514698294ce022ab50326
00856a7fc1,Ginger Hazelnut Cookies,Dinner Plate,True,False,False,False,False,False,False,66a11f8206a61c3228903e57
00856a7fc1,Ginger Hazelnut Cookies,Dinner Plate,True,False,True,True,False,False,False,6776b15468f9e5b5d10ef7bc
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,678831f276a653990c920033
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,604f745600575d90c196a265
00856a7fc1,Ginger Hazelnut Cookies,Coupe Plate,True,False,False,False,False,False,False,6130a2a2e00bc5b94c8b83e7
00856a7fc1,Ginger Hazelnut Cookies,None,True,False,False,False,False,False,True,677b8cfea528602862a1e22a
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,678799e90198a411946a4d05
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,5ba8c0802e471d00012eaebe
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,661bd9117f5cb82d2f11183c
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,611cf3bfe665176f184d6268
00856a7fc1,Ginger Hazelnut Cookies,Coupe Plate,True,False,False,False,False,False,False,66a807a37c3608e587480d4f
00856a7fc1,Ginger Hazelnut Cookies,Coupe Plate,False,False,False,False,False,False,True,6754aa420a4f0fdfce0e4ab5
00856a7fc1,Ginger Hazelnut Cookies,Coupe Plate,True,False,False,False,False,False,False,616ea13883866ca0c836c13c
00856a7fc1,Ginger Hazelnut Cookies,Coupe Plate,True,False,False,False,False,False,False,66d70bf832e6b0ff954d418a
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,66759813aab450e6b1fd3452
00856a7fc1,Ginger Hazelnut Cookies,Bowl,True,False,False,False,False,False,False,65747e13d749c56ad88d8df1
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,664755b198c6f5d413f63c5d
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,60e46807ec7a04c5faebf3b9
00856a7fc1,Ginger Hazelnut Cookies,Dinner Plate,True,False,False,False,False,False,False,673d483c3b23dc33e5d81901
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,6757682dfe826ff7ebd1bf28
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,False,False,False,True,False,False,True,664aefb692b9f17e3c51ee4a
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,False,False,False,False,False,False,True,67159be1d9d6f5c3639a307c
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,5f47cf4a3f1a490e43c58008
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,66ac73d57afd901d475f6331
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,611d090a60d4baced18b88a6
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,60c1de8dacf1232623aa3e29
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,67717dbed2f7973f4765bf28
00856a7fc1,Ginger Hazelnut Cookies,Dinner Plate,True,False,False,False,False,False,False,6773a71a0f0b2ff8e3f09338
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,602afb82e999ac1f112e7d5f
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,67873da812c17a64cb141451
00856a7fc1,Ginger Hazelnut Cookies,Dessert Plate,True,False,False,False,False,False,False,65a003f6768a01c3f6653502
00856a7fc1,Ginger Hazelnut Cookies,Dinner Plate,True,False,False,False,False,False,False,665c8f229f94a044143b15d4
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Coupe Plate,False,False,False,True,False,True,False,667c39a1edc027dd0709c8b3
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Bowl,False,False,False,False,False,True,False,60f56f0103876eae7c0d870f
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Bowl,False,False,True,True,False,False,True,67866591b535828d6ef7a1c2
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,59dbb88b0fb3a90001bd90b0
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,65414690ff22af1e0e59a54d
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Coupe Plate,False,False,True,True,False,False,False,6786a6a7d8fd48572f2fe676
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Bowl,False,False,False,False,False,True,False,611c21d2ad4d42c395feaa73
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,True,False,62f673f097c8b4640a5333ed
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,61633b443e445822fb1f24c9
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,59f6fb1cda08940001d4e8e5
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,False,False,False,False,True,66742eccb24e95a0a4737336
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,5c847acf879a350016dee2e5
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Coupe Plate,False,False,True,True,False,False,False,66cc7e5763b912d8c3210627
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,5e234d6a25a4d06041453bb0
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,616c026cadd0c9c23c911037
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Coupe Plate,False,False,False,True,False,False,True,672b58311ca018367e8e4a59
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,669ad24315fcf110f94bc0eb
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,5b5504e902660200017948c3
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,False,True,False,False,False,67269f439696d166fbb74e09
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Coupe Plate,True,False,False,True,False,True,True,66d8b7494c89e705314a2af7
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,5dd142af01fadf1cb125683f
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Bowl,False,False,False,True,False,True,False,66c88d10bb76ebef57d6b145
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,607728dc0b4f8590b94ae57c
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Bowl,False,False,True,False,False,False,False,60a5773de3845b5c5dc04882
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Coupe Plate,False,False,True,True,False,False,False,6683fbf28955188f10cf8237
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,6124ce8352f12920a238d3fb
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,False,True,False,False,False,612dd1efd339db83def47366
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,True,60f579085ebf24f9c80f223e
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,False,True,False,False,False,6649d8e7489a76c0f97ad918
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,False,False,False,False,True,6154524a9852a6415f72d60c
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,False,True,False,False,False,5fe230ee29598a57972db630
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,False,True,False,False,False,6173a66fe893f70a2506e6f3
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Coupe Plate,False,False,True,True,False,False,False,66862fbfcf8f9b001caadb69
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Bowl,False,False,True,True,False,False,True,5c2c1e7810677f0001dcb7f8
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,True,False,614e58cfa6fe4eaaa7e48a22
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,667488ee1b74223f7c42334d
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,598d5cd433481c000164d18b
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,5e78f04fef5889053abe1d38
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Coupe Plate,False,False,True,True,False,False,False,616fc8c9b131a8fecd2b1c25
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dessert Plate,False,False,False,True,False,True,False,675afaedde38d980364ce16c
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,6658c2e5b91466db56e73001
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Coupe Plate,False,False,True,True,False,False,False,60e840cfd4c065679727d760
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,6083bff5aa73573c6373af64
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Coupe Plate,False,False,True,True,False,False,True,6157a8b6b04fcb8191c3daeb
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,False,False,False,False,True,678829083ceff6ad280b7450
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Bowl,False,False,False,True,False,False,False,668af1b87cda8205ba3fbadf
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,False,False,True,False,61154503002b93af22a9353d
00dd1ed230,Sea Bass with Gingered Vegetable Stir-Fry,Dinner Plate,False,False,True,True,False,False,False,605902ab7f789227dc0fdffd
01463f9160,Eggplant Curry,None,False,False,False,True,False,False,False,6736adddb393e9e96e8a4527
01463f9160,Eggplant Curry,Bowl,False,False,True,True,False,True,True,667c39a1edc027dd0709c8b3
01463f9160,Eggplant Curry,Dessert Plate,False,False,True,True,False,False,False,60f56f0103876eae7c0d870f
01463f9160,Eggplant Curry,Bowl,False,False,True,True,False,False,True,59dbb88b0fb3a90001bd90b0
01463f9160,Eggplant Curry,Bowl,False,False,False,False,False,False,True,65414690ff22af1e0e59a54d
01463f9160,Eggplant Curry,Bowl,False,False,False,False,False,False,True,6786a6a7d8fd48572f2fe676
01463f9160,Eggplant Curry,Bowl,False,False,False,False,False,False,True,611c21d2ad4d42c395feaa73
01463f9160,Eggplant Curry,Bowl,False,False,True,True,False,False,True,62f673f097c8b4640a5333ed
01463f9160,Eggplant Curry,Bowl,False,False,False,False,False,False,True,61633b443e445822fb1f24c9
01463f9160,Eggplant Curry,Coupe Plate,False,False,True,True,False,False,False,59f6fb1cda08940001d4e8e5
01463f9160,Eggplant Curry,Bowl,False,False,False,False,False,False,True,66742eccb24e95a0a4737336
01463f9160,Eggplant Curry,Bowl,False,False,False,True,False,False,True,5c847acf879a350016dee2e5
01463f9160,Eggplant Curry,Coupe Plate,False,False,False,True,False,False,True,66cc7e5763b912d8c3210627
01463f9160,Eggplant Curry,Bowl,False,False,False,True,False,False,True,5e234d6a25a4d06041453bb0
01463f9160,Eggplant Curry,Bowl,False,False,False,False,False,False,True,616c026cadd0c9c23c911037
01463f9160,Eggplant Curry,Bowl,True,False,False,False,False,False,True,672b58311ca018367e8e4a59
01463f9160,Eggplant Curry,Bowl,False,False,False,False,False,False,True,669ad24315fcf110f94bc0eb
01463f9160,Eggplant Curry,Dinner Plate,False,False,False,True,False,False,True,5b5504e902660200017948c3
01463f9160,Eggplant Curry,Coupe Plate,False,False,True,True,False,False,False,67269f439696d166fbb74e09
01463f9160,Eggplant Curry,Bowl,False,False,False,False,False,False,True,66d8b7494c89e705314a2af7
01463f9160,Eggplant Curry,Bowl,False,False,True,True,False,False,True,5dd142af01fadf1cb125683f
01463f9160,Eggplant Curry,Bowl,False,False,False,False,False,False,True,66c88d10bb76ebef57d6b145
01463f9160,Eggplant Curry,Coupe Plate,False,False,True,True,False,False,False,607728dc0b4f8590b94ae57c
01463f9160,Eggplant Curry,Dinner Plate,False,False,True,True,False,False,False,60a5773de3845b5c5dc04882
01463f9160,Eggplant Curry,Bowl,False,False,True,True,False,False,True,6683fbf28955188f10cf8237
01463f9160,Eggplant Curry,Bowl,False,False,False,False,False,False,True,6124ce8352f12920a238d3fb
01463f9160,Eggplant Curry,Dinner Plate,False,False,False,False,False,False,True,60f579085ebf24f9c80f223e
01463f9160,Eggplant Curry,Dinner Plate,False,False,True,True,False,False,True,6649d8e7489a76c0f97ad918
01463f9160,Eggplant Curry,Bowl,False,False,False,False,False,False,True,6154524a9852a6415f72d60c
01463f9160,Eggplant Curry,Bowl,False,False,False,True,False,False,True,5fe230ee29598a57972db630
01463f9160,Eggplant Curry,Bowl,False,False,False,False,False,False,True,6173a66fe893f70a2506e6f3
01463f9160,Eggplant Curry,Coupe Plate,False,False,False,False,False,False,True,66862fbfcf8f9b001caadb69
01463f9160,Eggplant Curry,Bowl,False,False,False,False,False,False,True,5c2c1e7810677f0001dcb7f8
